    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    4    8     0.001    -0.000     0.009    -0.002     0.000    -0.023    -0.001    -0.000    -0.011     0.003     0.000     0.034     0.010
    4    9     0.000    -0.000     0.005    -0.001    -0.000    -0.016    -0.001     0.000    -0.007     0.002    -0.000     0.023     0.005
    4   10     0.000    -0.000     0.003    -0.001    -0.000    -0.011    -0.000    -0.000    -0.005     0.001     0.000     0.016     0.003
    4   11     0.000    -0.000     0.002    -0.001     0.000    -0.008    -0.000    -0.000    -0.003     0.001     0.000     0.011     0.002
    4   12     0.000    -0.000     0.001    -0.001    -0.000    -0.006    -0.000     0.000    -0.002     0.001    -0.000     0.008     0.001
    4   13     0.000    -0.000     0.001    -0.000    -0.000    -0.004    -0.000    -0.000    -0.002     0.001     0.000     0.006     0.001
    5    1     0.003     0.000     0.037     0.000    -0.006     0.110    -0.000    -0.000    -0.000     0.000     0.003    -0.118     0.029
    5    2     0.005     0.000     0.057     0.000    -0.008     0.087    -0.000    -0.000    -0.000     0.000     0.006    -0.110     0.033
    5    3     0.007    -0.000     0.071     0.000    -0.009     0.049    -0.000    -0.000    -0.000     0.000     0.008    -0.087     0.034
    5    4     0.006     0.000     0.066     0.000    -0.009     0.013    -0.000    -0.000    -0.000     0.000     0.009    -0.049     0.030
    5    5     0.004     0.000     0.046     0.000    -0.008    -0.010    -0.000    -0.000    -0.000     0.000     0.009    -0.013     0.023
    5    6     0.003    -0.000     0.028     0.000    -0.007    -0.022    -0.000    -0.000    -0.000     0.000     0.008     0.010     0.017
    5    7     0.002     0.000     0.017     0.000    -0.005    -0.026    -0.000    -0.000    -0.000     0.000     0.007     0.022     0.012
    5    8     0.001     0.000     0.011     0.000    -0.005    -0.028    -0.000    -0.000    -0.000     0.000     0.005     0.026     0.009
    5    9     0.001    -0.000     0.007     0.000    -0.004    -0.028    -0.000    -0.000    -0.000     0.000     0.005     0.028     0.007
    5   10     0.000     0.000     0.005     0.000    -0.003    -0.027    -0.000    -0.000    -0.000     0.000     0.004     0.028     0.005
    5   11     0.000     0.000     0.003     0.000    -0.003    -0.026    -0.000    -0.000    -0.000     0.000     0.003     0.027     0.004
    5   12     0.000    -0.000     0.002     0.000    -0.003    -0.025    -0.000    -0.000    -0.000     0.000     0.003     0.026     0.004
    5   13     0.000     0.000     0.002     0.000    -0.002    -0.023    -0.000    -0.000    -0.000     0.000     0.003     0.025     0.003
    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    1    1    -0.001    -0.000    -0.006    -0.001     0.000    -0.010     0.001    -0.000     0.011     0.001     0.000     0.007     0.002
    1    2    -0.001     0.000    -0.007    -0.001     0.000    -0.013     0.001    -0.000     0.012     0.001    -0.000     0.010     0.002
    1    3    -0.001     0.000    -0.009    -0.001     0.000    -0.015     0.001    -0.000     0.012     0.001    -0.000     0.013     0.002
    1    4    -0.001     0.000    -0.009    -0.001     0.000    -0.015     0.001    -0.000     0.012     0.001    -0.000     0.015     0.002
    1    5    -0.001    -0.000    -0.010    -0.001     0.000    -0.015     0.001    -0.000     0.011     0.001    -0.000     0.015     0.002
    1    6    -0.001     0.000    -0.009    -0.001     0.000    -0.013     0.001    -0.000     0.009     0.001    -0.000     0.015     0.001
    1    7    -0.001     0.000    -0.008    -0.001    -0.000    -0.011     0.001    -0.000     0.007     0.001    -0.000     0.013     0.001
    1    8    -0.001     0.000    -0.007    -0.001     0.000    -0.009     0.001    -0.000     0.006     0.001     0.000     0.011     0.001
    1    9    -0.001    -0.000    -0.006    -0.001     0.000    -0.007     0.000    -0.000     0.005     0.001    -0.000     0.009     0.001
    1   10    -0.000     0.000    -0.005    -0.001     0.000    -0.006     0.000    -0.000     0.004     0.001    -0.000     0.007     0.000
    1   11    -0.000     0.000    -0.004    -0.000     0.000    -0.004     0.000    -0.000     0.003     0.001    -0.000     0.006     0.000
    1   12    -0.000     0.000    -0.003    -0.000     0.000    -0.003     0.000    -0.000     0.002     0.000    -0.000     0.004     0.000
    1   13    -0.000     0.000    -0.003    -0.000    -0.000    -0.002     0.000    -0.000     0.002     0.000    -0.000     0.003     0.000
    2    1    -0.001     0.000    -0.011    -0.002     0.000    -0.023     0.002    -0.000     0.019     0.002    -0.000     0.019     0.004
    2    2    -0.001     0.000    -0.012    -0.002    -0.000    -0.025     0.002     0.000     0.018     0.002    -0.000     0.023     0.004
    2    3    -0.001     0.000    -0.012    -0.002     0.000    -0.025     0.001    -0.000     0.016     0.002     0.000     0.025     0.004
    2    4    -0.001     0.000    -0.012    -0.002     0.000    -0.023     0.001     0.000     0.013     0.002    -0.000     0.025     0.003
    2    5    -0.001     0.000    -0.011    -0.002     0.000    -0.019     0.001    -0.000     0.010     0.002    -0.000     0.023     0.002
    2    6    -0.001     0.000    -0.009    -0.001     0.000    -0.015     0.001    -0.000     0.007     0.002    -0.000     0.019     0.002
    2    7    -0.001     0.000    -0.007    -0.001     0.000    -0.012     0.001    -0.000     0.005     0.001    -0.000     0.015     0.001
    2    8    -0.001     0.000    -0.006    -0.001     0.000    -0.009     0.000    -0.000     0.004     0.001    -0.000     0.012     0.001
    2    9    -0.000     0.000    -0.005    -0.001     0.000    -0.007     0.000     0.000     0.003     0.001    -0.000     0.009     0.001
    2   10    -0.000     0.000    -0.004    -0.001     0.000    -0.005     0.000    -0.000     0.002     0.001    -0.000     0.007     0.000
    2   11    -0.000     0.000    -0.003    -0.000     0.000    -0.004     0.000     0.000     0.002     0.001    -0.000     0.005     0.000
    2   12    -0.000     0.000    -0.002    -0.000    -0.000    -0.003     0.000     0.000     0.002     0.000    -0.000     0.004     0.000
    2   13    -0.000     0.000    -0.002    -0.000    -0.000    -0.002     0.000    -0.000     0.001     0.000     0.000     0.003     0.000
    3    1    -0.002     0.000    -0.019    -0.005     0.000    -0.053     0.003    -0.000     0.028     0.005    -0.000     0.056     0.011
    3    2    -0.002    -0.000    -0.018    -0.004     0.000    -0.045     0.002    -0.000     0.018     0.005    -0.000     0.053     0.008
    3    3    -0.001     0.000    -0.016    -0.003     0.000    -0.036     0.001    -0.000     0.012     0.004    -0.000     0.045     0.006
    3    4    -0.001    -0.000    -0.013    -0.003     0.000    -0.027     0.001    -0.000     0.008     0.003    -0.000     0.036     0.004
    3    5    -0.001     0.000    -0.010    -0.002     0.000    -0.020     0.001    -0.000     0.006     0.003    -0.000     0.027     0.003
    3    6    -0.001     0.000    -0.007    -0.001     0.000    -0.015     0.000     0.000     0.004     0.002    -0.000     0.020     0.002
    3    7    -0.001     0.000    -0.005    -0.001     0.000    -0.011     0.000     0.000     0.003     0.001    -0.000     0.015     0.001
    3    8    -0.000     0.000    -0.004    -0.001     0.000    -0.009     0.000     0.000     0.002     0.001    -0.000     0.011     0.001
    3    9    -0.000    -0.000    -0.003    -0.001     0.000    -0.007     0.000     0.000     0.002     0.001    -0.000     0.009     0.001
    3   10    -0.000     0.000    -0.002    -0.000    -0.000    -0.005     0.000     0.000     0.001     0.001    -0.000     0.007     0.000
    3   11    -0.000    -0.000    -0.002    -0.000     0.000    -0.004     0.000     0.000     0.001     0.000     0.000     0.005     0.000
    3   12    -0.000    -0.000    -0.002    -0.000     0.000    -0.003     0.000     0.000     0.001     0.000    -0.000     0.004     0.000
    3   13    -0.000     0.000    -0.001    -0.000    -0.000    -0.002     0.000     0.000     0.001     0.000    -0.000     0.003     0.000
    4    1    -0.003     0.000    -0.028    -0.007     0.000    -0.075     0.001    -0.000     0.007     0.011    -0.000     0.114     0.019
    4    2    -0.002     0.000    -0.018    -0.005     0.000    -0.050     0.000    -0.000     0.004     0.007    -0.000     0.075     0.010
    4    3    -0.001     0.000    -0.012    -0.003     0.000    -0.035     0.000     0.000     0.002     0.005    -0.000     0.050     0.006
    4    4    -0.001     0.000    -0.008    -0.002     0.000    -0.025     0.000    -0.000     0.002     0.003    -0.000     0.035     0.004
    4    5    -0.001     0.000    -0.006    -0.002    -0.000    -0.018     0.000    -0.000     0.001     0.002    -0.000     0.025     0.002
    4    6    -0.000    -0.000    -0.004    -0.001    -0.000    -0.013     0.000     0.000     0.001     0.002     0.000     0.018     0.002
    4    7    -0.000    -0.000    -0.003    -0.001    -0.000    -0.010     0.000    -0.000     0.001     0.001     0.000     0.013     0.001
    4    8    -0.000    -0.000    -0.002    -0.001     0.000    -0.008     0.000    -0.000     0.000     0.001     0.000     0.010     0.001
    4    9    -0.000    -0.000    -0.002    -0.001    -0.000    -0.006     0.000     0.000     0.000     0.001    -0.000     0.008     0.001
    4   10    -0.000    -0.000    -0.001    -0.000    -0.000    -0.004     0.000    -0.000     0.000     0.001     0.000     0.006     0.000
    4   11    -0.000    -0.000    -0.001    -0.000     0.000    -0.003     0.000    -0.000     0.000     0.000     0.000     0.004     0.000
    4   12    -0.000    -0.000    -0.001    -0.000    -0.000    -0.003     0.000     0.000     0.000     0.000    -0.000     0.003     0.000
    4   13    -0.000    -0.000    -0.001    -0.000    -0.000    -0.002     0.000    -0.000     0.000     0.000     0.000     0.003     0.000
    5    1    -0.001     0.000    -0.007     0.000    -0.003    -0.090     0.000    -0.000    -0.000     0.000     0.003     0.118     0.021
    5    2    -0.000     0.000    -0.004     0.000    -0.003    -0.072     0.000    -0.000    -0.000     0.000     0.003     0.090     0.013
    5    3    -0.000    -0.000    -0.002     0.000    -0.002    -0.061     0.000    -0.000    -0.000     0.000     0.003     0.072     0.009
    5    4    -0.000     0.000    -0.002     0.000    -0.002    -0.052     0.000    -0.000    -0.000     0.000     0.002     0.061     0.007
    5    5    -0.000     0.000    -0.001     0.000    -0.002    -0.045     0.000    -0.000    -0.000     0.000     0.002     0.052     0.005
    5    6    -0.000    -0.000    -0.001     0.000    -0.002    -0.040     0.000    -0.000    -0.000     0.000     0.002     0.045     0.004
    5    7    -0.000     0.000    -0.001     0.000    -0.002    -0.036     0.000    -0.000    -0.000     0.000     0.002     0.040     0.003
    5    8    -0.000     0.000    -0.000     0.000    -0.001    -0.033     0.000    -0.000    -0.000     0.000     0.002     0.036     0.003
    5    9    -0.000    -0.000    -0.000     0.000    -0.001    -0.030     0.000    -0.000    -0.000     0.000     0.001     0.033     0.002
    5   10    -0.000     0.000    -0.000     0.000    -0.001    -0.028     0.000    -0.000    -0.000     0.000     0.001     0.030     0.002
    5   11    -0.000     0.000    -0.000     0.000    -0.001    -0.026     0.000    -0.000    -0.000     0.000     0.001     0.028     0.002
    5   12    -0.000    -0.000    -0.000     0.000    -0.001    -0.024     0.000    -0.000    -0.000     0.000     0.001     0.026     0.002
    5   13    -0.000     0.000    -0.000     0.000    -0.001    -0.023     0.000    -0.000    -0.000     0.000     0.001     0.024     0.001
    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    1    1    -0.000    -0.000    -0.002     0.001     0.000     0.008     0.000    -0.000     0.002    -0.001     0.000    -0.007     0.001
    1    2    -0.000     0.000    -0.003     0.001     0.000     0.009     0.000     0.000     0.004    -0.001    -0.000    -0.008     0.002
    1    3    -0.000     0.000    -0.004     0.001     0.000     0.010     0.001     0.000     0.006    -0.001    -0.000    -0.009     0.003
    1    4    -0.001     0.000    -0.006     0.001    -0.000     0.010     0.001     0.000     0.011    -0.001    -0.000    -0.010     0.005
    1    5    -0.001    -0.000    -0.011     0.001     0.000     0.006     0.002     0.000     0.023    -0.001     0.000    -0.010     0.009
    1    6    -0.002     0.000    -0.019    -0.001    -0.000    -0.012     0.005     0.000     0.055    -0.001    -0.000    -0.006     0.017
    1    7    -0.003     0.000    -0.037    -0.006    -0.000    -0.068     0.012     0.000     0.127     0.001     0.000     0.012     0.035
    1    8    -0.006     0.000    -0.065    -0.012    -0.000    -0.124     0.016     0.000     0.171     0.006     0.000     0.068     0.051
    1    9    -0.008    -0.000    -0.083    -0.009     0.000    -0.101     0.009     0.000     0.100     0.012     0.000     0.124     0.040
    1   10    -0.006    -0.000    -0.064    -0.005    -0.000    -0.058     0.004    -0.000     0.041     0.009    -0.000     0.101     0.020
    1   11    -0.003    -0.000    -0.036    -0.003     0.000    -0.031     0.002    -0.000     0.018     0.005     0.000     0.058     0.009
    1   12    -0.002    -0.000    -0.019    -0.002     0.000    -0.017     0.001    -0.000     0.009     0.003    -0.000     0.031     0.004
    1   13    -0.001     0.000    -0.010    -0.001    -0.000    -0.010     0.000    -0.000     0.005     0.002    -0.000     0.017     0.002
    2    1    -0.000     0.000    -0.002     0.002    -0.000     0.019     0.000    -0.000     0.002    -0.001    -0.000    -0.015     0.003
