 19
 1.0000         0.0000
 0.9608        -0.0067
 0.8599        -0.0232
 0.7160        -0.0441
 0.5491        -0.0632
 0.3795        -0.0743
 0.2261        -0.0732
 0.1046        -0.0585
 0.0268        -0.0325
 0.0000         0.0000
 0.0268         0.0325
 0.1046         0.0585
 0.2261         0.0732
 0.3795         0.0743
 0.5491         0.0632
 0.7160         0.0441
 0.8599         0.0232
 0.9608         0.0067
 1.0000         0.0000
